publication_date,work,workLabel,researchers,researchersUrl
1998-05-01,http://www.wikidata.org/entity/Q57955728,Effect of Clearing and Staining on Fish Length,Paula M. Mabee,../authors/Q47297444
1998-02-01,http://www.wikidata.org/entity/Q24319789,DSCAM: a novel member of the immunoglobulin superfamily maps in a Down syndrome region and is involved in the development of the nervous system,Melissa Haendel,../authors/Q28368079
1998-01-01,http://www.wikidata.org/entity/Q58396461,A leaf-height-seed (LHS) plant ecology strategy scheme,Mark Westoby,../authors/Q43121038
1997-12-01,http://www.wikidata.org/entity/Q58396468,Continuous and Episodic Components of Demographic Change in Arid Zone Shrubs: Models of Two Eremophila Species from Western Australia Compared with Published Data on Other Species,Mark Westoby,../authors/Q43121038
1997-12-01,http://www.wikidata.org/entity/Q58396472,Demography of Two Shrub Species from an Arid Grazed Ecosystem in Western Australia 1983-93,Mark Westoby,../authors/Q43121038
1997-04-04,http://www.wikidata.org/entity/Q28306671,A general model for the origin of allometric scaling laws in biology,Brian J. Enquist,../authors/Q47172478
1997-04-01,http://www.wikidata.org/entity/Q51208138,What does 'ecology' mean?,Mark Westoby,../authors/Q43121038
1997-01-01,http://www.wikidata.org/entity/Q92097728,Leptodontium flexifolium (Dicks.) Hampe New to Norway from a Burnt Calluna heath,Vigdis Vandvik,../authors/Q42561055
1997-01-01,http://www.wikidata.org/entity/Q57046499,Larger seeds in tropical floras: consistent patterns independent of growth form and dispersal mode,Mark Westoby,../authors/Q43121038
1996-12-01,http://www.wikidata.org/entity/Q58396477,Vertebrate-dispersed species in a fire-prone environment,Mark Westoby,../authors/Q43121038
1996-10-01,http://www.wikidata.org/entity/Q60363201,Seedling Longevity under Deep Shade in Relation to Seed Size,Mark Westoby,../authors/Q43121038
1996-09-30,http://www.wikidata.org/entity/Q57046505,Comparative ecology of seed size and dispersal,Mark Westoby,../authors/Q43121038
1996-08-01,http://www.wikidata.org/entity/Q88935202,"Development of the cranium and paired fins in the zebrafish Danio rerio (Ostariophysi, Cyprinidae)",Paula M. Mabee,../authors/Q47297444
1996-06-01,http://www.wikidata.org/entity/Q57955747,REASSESSING THE ONTOGENETIC CRITERION: A RESPONSE TO PATTERSON,Paula M. Mabee,../authors/Q47297444
1996-05-01,http://www.wikidata.org/entity/Q58396482,Reserve mass and dispersal investment in relation to geographic range of plant species: phylogenetically independent contrasts,Mark Westoby,../authors/Q43121038
1996-04-01,http://www.wikidata.org/entity/Q57249054,Cytoskeletal changes during neurogenesis in cultures of avian neural crest cells,Melissa Haendel,../authors/Q28368079
1996-04-01,http://www.wikidata.org/entity/Q58396484,Seedling Relative Growth Rate and its Components in Relation to Seed Size: Phylogenetically Independent Contrasts,Mark Westoby,../authors/Q43121038
1996-03-01,http://www.wikidata.org/entity/Q88935175,Development of the cranium and paired fins in Betta splendens (Teleostei: Percomorpha): Intraspecific variation and interspecific comparisons,Paula M. Mabee,../authors/Q47297444
1996-02-01,http://www.wikidata.org/entity/Q54103478,Components of variation in seedling potential relative growth rate: phylogenetically independent contrasts.,Mark Westoby,../authors/Q43121038
1995-11-01,http://www.wikidata.org/entity/Q57205245,"Connections between ecology, biogeography, and paleobiology: Relationship between local abundance and geographic distribution in fossil and recent molluscs",Brian J. Enquist,../authors/Q47172478
1995-09-01,http://www.wikidata.org/entity/Q57046510,"Seed Size and Phylogeny in Six Temperate Floras: Constraints, Niche Conservatism, and Adaptation",Mark Westoby,../authors/Q43121038
1995-08-18,http://www.wikidata.org/entity/Q57955733,Evolution of Pigment Pattern Development in Centrarchid Fishes,Paula M. Mabee,../authors/Q47297444
1995-08-01,http://www.wikidata.org/entity/Q57046516,Further Remarks on Phylogenetic Correction,Mark Westoby,../authors/Q43121038
1995-06-01,http://www.wikidata.org/entity/Q57046520,On Misinterpreting the `Phylogenetic Correction',Mark Westoby,../authors/Q43121038
1995-06-01,http://www.wikidata.org/entity/Q57046524,Correlates of Seed Size Variation: A Comparison Among Five Temperate Floras,Mark Westoby,../authors/Q43121038
1994-12-01,http://www.wikidata.org/entity/Q57046532,Predicting Dispersal Spectra: A Minimal Set of Hypotheses Based on Plant Attributes,Mark Westoby,../authors/Q43121038
1994-06-01,http://www.wikidata.org/entity/Q57046539,The Role of Seed Size in Seedling Establishment in Dry Soil Conditions -- Experimental Evidence from Semi-Arid Species,Mark Westoby,../authors/Q43121038
1994-06-01,http://www.wikidata.org/entity/Q58396500,Convergence of Elaiosomes and insect Prey: Evidence from ant Foraging Behaviour and Fatty Acid Composition,Mark Westoby,../authors/Q43121038
1994-05-01,http://www.wikidata.org/entity/Q57046528,"Hypotheses on Seed Size: Tests Using the Semiarid Flora of Western New South Wales, Australia",Mark Westoby,../authors/Q43121038
1994-04-01,http://www.wikidata.org/entity/Q57046536,The Role of Large Seed Size in Shaded Conditions: Experimental Evidence,Mark Westoby,../authors/Q43121038
1994-03-01,http://www.wikidata.org/entity/Q58396505,Dynamics and population structure of Acacia victoriae Benth,Mark Westoby,../authors/Q43121038
1994-01-01,http://www.wikidata.org/entity/Q58396493,Adaptive thinking and medicine,Mark Westoby,../authors/Q43121038
1994-01-01,http://www.wikidata.org/entity/Q58396496,Climate change and conservation policies in Australia: coping with change that is far away and not yet certain,Mark Westoby,../authors/Q43121038
1994-01-01,http://www.wikidata.org/entity/Q58396508,Effects of Supplementary Soil Nutrients on Hummock Grasses,Mark Westoby,../authors/Q43121038
1993-07-01,http://www.wikidata.org/entity/Q60092833,Species concepts,Brian J. Enquist,../authors/Q47172478
1993-06-01,http://www.wikidata.org/entity/Q58396511,Seedlings from Large Seeds Tolerated Defoliation Better: A Test Using Phylogeneticaly Independent Contrasts,Mark Westoby,../authors/Q43121038
1993-06-01,http://www.wikidata.org/entity/Q57955724,Coding Polymorphic Data: Examples from Allozymes and Ontogeny,Paula M. Mabee,../authors/Q47297444
1993-03-01,http://www.wikidata.org/entity/Q60064459,Food for thought,Mark Westoby,../authors/Q43121038
1992-11-01,http://www.wikidata.org/entity/Q33793713,Comparative evolutionary ecology of seed size,Mark Westoby,../authors/Q43121038
1992-10-01,http://www.wikidata.org/entity/Q60240989,Aeration: A simple method to control vitrification and improve in vitro culture of rare australian plants,Maurizio Rossetto,../authors/Q26714687
1992-09-01,http://www.wikidata.org/entity/Q57046542,Classifying Plants into Groups on the Basis of Associations of Individual Traits--Evidence from Australian Semi-Arid Woodlands,Mark Westoby,../authors/Q43121038
1992-09-01,http://www.wikidata.org/entity/Q57406107,Herbivorous arthropods on bracken (Pteridium aquilinum (L.) Khun) in Australia compared with elsewhere,Mark Westoby,../authors/Q43121038
1992-09-01,http://www.wikidata.org/entity/Q36313218,Removal of vertebrate-dispersed fruits in vegetation on fertile and infertile soils,Mark Westoby,../authors/Q43121038
1992-09-01,http://www.wikidata.org/entity/Q58396515,Germination biology of selected central Australian plants,Mark Westoby,../authors/Q43121038
1992-08-01,http://www.wikidata.org/entity/Q44924153,"Comments on selected ecological aspects of ""genetic manipulation: the threat or the glory"".",Mark Westoby,../authors/Q43121038
1992-07-01,http://www.wikidata.org/entity/Q60240990,In vitro propagation of Chinese Puzzle (Caustis dioica Cyperaceae)?a commercial sedge species from Western Australia,Maurizio Rossetto,../authors/Q26714687
1992-01-01,http://www.wikidata.org/entity/Q57032666,Seed and Seedling Biology in Relation to Modelling Vegetation Dynamics Under Global Climate Change,Mark Westoby,../authors/Q43121038
1992-01-01,http://www.wikidata.org/entity/Q58396520,Habitat requirements of the spectacled hare-wallaby (Lagorchestes conspicillatus) in the Northern Territory and Western Australia,Mark Westoby,../authors/Q43121038
1991-12-01,http://www.wikidata.org/entity/Q57032675,Why do more plant species use ants for dispersal on infertile compared with fertile soils?*,Mark Westoby,../authors/Q43121038
1991-09-01,http://www.wikidata.org/entity/Q58396528,Fish larvae settling in seagrass: Effects of leaf density and an epiphytic alga,Mark Westoby,../authors/Q43121038
1991-09-01,http://www.wikidata.org/entity/Q58396530,"Recruitment and survival in Atriplex vesicaria populations in semi-arid western New South Wales, 1977–1987",Mark Westoby,../authors/Q43121038
1991-07-01,http://www.wikidata.org/entity/Q58396526,"Seed size, pollination costs and angiosperm success",Mark Westoby,../authors/Q43121038
1990-08-01,http://www.wikidata.org/entity/Q58396533,Seed Size and Plant Growth Form as Factors in Dispersal Spectra,Mark Westoby,../authors/Q43121038
1990-08-01,http://www.wikidata.org/entity/Q58396538,Seed dispersal spectra: a comparison of temperate plant communities,Mark Westoby,../authors/Q43121038
1990-02-01,http://www.wikidata.org/entity/Q60363206,Removal Rates of Seeds Adapted for Dispersal by Ants,Mark Westoby,../authors/Q43121038
1989-12-01,http://www.wikidata.org/entity/Q57955718,AN EMPIRICAL REJECTION OF THE ONTOGENETIC POLARITY CRITERION,Paula M. Mabee,../authors/Q47297444
1989-11-01,http://www.wikidata.org/entity/Q58396541,Selective forces in the emergence of the seed habit,Mark Westoby,../authors/Q43121038
1989-07-01,http://www.wikidata.org/entity/Q58396544,Parent-Specific Gene Expression and the Triploid Endosperm,Mark Westoby,../authors/Q43121038
1989-04-01,http://www.wikidata.org/entity/Q39112907,Selective forces exerted by vertebrate herbivores on plants.,Mark Westoby,../authors/Q43121038
1989-01-01,http://www.wikidata.org/entity/Q99975370,Habitat selection and diet in two species of pipefish from seagrass: sex differences,Mark Westoby,../authors/Q43121038
1988-12-28,http://www.wikidata.org/entity/Q57955757,Supraneural and Predorsal Bones in Fishes: Development and Homologies,Paula M. Mabee,../authors/Q47297444
1988-10-01,http://www.wikidata.org/entity/Q58396549,Location of seagrass beds in estuaries: effects on associated fish and decapods,Mark Westoby,../authors/Q43121038
1988-09-01,http://www.wikidata.org/entity/Q58396550,A model for the origin of heterospory,Mark Westoby,../authors/Q43121038
1988-06-01,http://www.wikidata.org/entity/Q58396562,The soil seed bank of Triodia basedowii in relation to time since fire,Mark Westoby,../authors/Q43121038
1988-05-01,http://www.wikidata.org/entity/Q58396558,On Limits to Seed Production,Mark Westoby,../authors/Q43121038
1988-03-01,http://www.wikidata.org/entity/Q60608639,"Pre-Dispersal Seed Losses, and the Survival of Seeds and Seedlings of Two Serotinous Banksia Shrubs in Burnt and Unburnt Heath",Mark Westoby,../authors/Q43121038
1988-03-01,http://www.wikidata.org/entity/Q58396555,"Growth and reproduction in Canthigaster valentini (Pisces, Tetraodontidae): a comparison of a toxic reef fish with other reef fishes",Mark Westoby,../authors/Q43121038
1987-12-01,http://www.wikidata.org/entity/Q47946390,Seedling Recruitment Strategies in Obligate-Seeding and Resprouting Banksia Shrubs.,Mark Westoby,../authors/Q43121038
1987-12-01,http://www.wikidata.org/entity/Q58396566,Effects of an epiphytic alga on abundances of fish and decapods associated with the seagrass Zostera capricorni,Mark Westoby,../authors/Q43121038
1987-09-01,http://www.wikidata.org/entity/Q58396569,Fish larvae settling in seagrass: do they discriminate between beds of different leaf density?,Mark Westoby,../authors/Q43121038
1987-09-01,http://www.wikidata.org/entity/Q58396571,Aspects of the dynamics of the seed-banks and seedling populations of Acacia victoriae and Cassia spp. in arid western New South Wales,Mark Westoby,../authors/Q43121038
1986-12-01,http://www.wikidata.org/entity/Q58396580,Importance of local changes in leaf height and density to fish and decapods associated with seagrasses,Mark Westoby,../authors/Q43121038
1986-12-01,http://www.wikidata.org/entity/Q58396582,Variation in seagrass height and density over a wide spatial scale: Effects on common fish and decapods,Mark Westoby,../authors/Q43121038
1986-06-01,http://www.wikidata.org/entity/Q58396585,Influence of Population Structure on Self-Thinning of Plant Populations,Mark Westoby,../authors/Q43121038
1986-01-01,http://www.wikidata.org/entity/Q58396586,"Abundance of macrofauna in dense seagrass is due to habitat preference, not predation",Mark Westoby,../authors/Q43121038
1985-09-01,http://www.wikidata.org/entity/Q58396595,Three of a kind,Mark Westoby,../authors/Q43121038
1985-08-01,http://www.wikidata.org/entity/Q58396588,Artificial seagrass: How useful is it for field experiments on fish and macroinvertebrates?,Mark Westoby,../authors/Q43121038
1985-01-01,http://www.wikidata.org/entity/Q58396592,Ecology: How different are Australian ecosystems and ecologists?,Mark Westoby,../authors/Q43121038
1984-01-01,http://www.wikidata.org/entity/Q58396597,The Self-Thinning Rule,Mark Westoby,../authors/Q43121038
1983-06-01,http://www.wikidata.org/entity/Q58396600,Plant species richness at the 0.1 hectare scale in Australian vegetation compared to other continents,Mark Westoby,../authors/Q43121038
1983-06-01,http://www.wikidata.org/entity/Q58396602,"Species richness in vascular vegetation of the West Head, New South Wales",Mark Westoby,../authors/Q43121038
